utm_x,utm_y,grid_idx,grid_lon,grid_lat,Openness,Openness_weight_sum,Conscientiousness,Conscientiousness_weight_sum,Extraversion,Extraversion_weight_sum,Agreeableness,Agreeableness_weight_sum,Neuroticism,Neuroticism_weight_sum
539366.6745417059,5265945.863002268,36,9.523159774551798,47.54574123411707,3.6003307808733136,527.3828248914821,3.1400661882488135,527.3828248914821,3.759353298273788,527.3828248914821,3.614446035296103,527.3828248914821,2.326289327556221,527.3828248914821
544366.6745417059,5265945.863002268,37,9.589603390122168,47.54541890324608,3.6039185022407594,531.7933297500031,3.1406587751261856,531.7933297500031,3.7605842853226132,531.7933297500031,3.6184113623011247,531.7933297500031,2.323725489572818,531.7933297500031
549366.6745417059,5265945.863002268,38,9.656045780025918,47.54505808304782,3.60758202096633,535.8922127166945,3.1406983494468315,535.8922127166945,3.7614005621336095,535.8922127166945,3.6220544776764765,535.8922127166945,2.3212257954471087,535.8922127166945
564366.6745417059,5265945.863002268,39,9.855364215096877,47.54374470640941,3.6206277596595684,550.2978395219272,3.137487770775184,550.2978395219272,3.762985352890773,550.2978395219272,3.6312307086955724,550.2978395219272,2.312237033675467,550.2978395219272
569366.6745417059,5265945.863002268,40,9.921800321790412,47.5432299498302,3.6260361548436424,556.9353581009142,3.1354435749715375,556.9353581009142,3.763744466913951,556.9353581009142,3.633690530143792,556.9353581009142,2.308388096175795,556.9353581009142
574366.6745417059,5265945.863002268,41,9.98823451264864,47.54267671539574,3.6319268698602727,565.0607881175459,3.1328867012105306,565.0607881175459,3.764718295927548,565.0607881175459,3.635689524956023,565.0607881175459,2.3043075318127952,565.0607881175459
579366.6745417059,5265945.863002268,42,10.054666649706075,47.54208500600512,3.6380977517601965,575.1478025532572,3.1297037642152805,575.1478025532572,3.7658129257978428,575.1478025532572,3.6370972070742194,575.1478025532572,2.3003311823793307,575.1478025532572
584366.6745417059,5265945.863002268,43,10.121096595024195,47.54145482475877,3.644214876624378,587.3967896162119,3.1258103195644256,587.3967896162119,3.7668512084826697,587.3967896162119,3.6378701302550094,587.3967896162119,2.2968503358938994,587.3967896162119
589366.6745417059,5265945.863002268,44,10.187524210693269,47.54078617495861,3.649861283386149,601.372781663652,3.1212318557348753,601.372781663652,3.767629669248842,601.372781663652,3.638098960415995,601.372781663652,2.2942311896316396,601.372781663652
594366.6745417059,5265945.863002268,45,10.253949358834152,47.540079060107836,3.654659554821002,616.1964504458422,3.1161092011346794,616.1964504458422,3.7679806945528096,616.1964504458422,3.637969413178775,616.1964504458422,2.292749227603733,616.1964504458422
599366.6745417059,5265945.863002268,46,10.320371901600097,47.53933348391092,3.6583827147401036,631.3462336797713,3.110663587642414,631.3462336797713,3.7678277724037783,631.3462336797713,3.637675579936221,631.3462336797713,2.292533857595334,631.3462336797713
604366.6745417059,5265945.863002268,47,10.38679170117856,47.53854945027361,3.6609776320434397,647.4671852144616,3.105181943110783,647.4671852144616,3.7672235448420666,647.4671852144616,3.637352486208909,647.4671852144616,2.293529732321036,647.4671852144616
614366.6745417059,5265945.863002268,48,10.519622519704681,47.53686602730619,3.663135911080107,691.2604532510118,3.095379949399521,691.2604532510118,3.765463512345087,691.2604532510118,3.6367425811357594,691.2604532510118,2.2982441497152366,691.2604532510118
629366.6745417059,5265945.863002268,49,10.718844730440882,47.53405257125693,3.6614625597350297,822.719157738776,3.085507666866008,822.719157738776,3.764738405954592,822.719157738776,3.6351531787993614,822.719157738776,2.308697251245501,822.719157738776
634366.6745417059,5265945.863002268,50,10.78524517897348,47.53303788625633,3.660427024668865,889.058204581888,3.0831734006941436,889.058204581888,3.765256520261106,889.058204581888,3.634317174744381,889.058204581888,2.312432287408567,889.058204581888
639366.6745417059,5265945.863002268,51,10.851641920739837,47.53198477678343,3.659418441581181,965.7517926235342,3.0811465750234057,965.7517926235342,3.7659808288293126,965.7517926235342,3.633382224623472,965.7517926235342,2.3160293972420853,965.7517926235342
644366.6745417059,5265945.863002268,52,10.918034818265875,47.53089324835103,3.658502320377701,1050.644197811535,3.0793961157776475,1050.644197811535,3.766759028006704,1050.644197811535,3.6324134398083974,1050.644197811535,2.319331498548327,1050.644197811535
649366.6745417059,5265945.863002268,53,10.984423734127905,47.52976330667246,3.6576935615729127,1140.6434382512246,3.077911521825246,1140.6434382512246,3.7674574542620243,1140.6434382512246,3.631479363884156,1140.6434382512246,2.32221934557275,1140.6434382512246
654366.6745417059,5265945.863002268,54,11.050808530954425,47.52859495766148,3.656989346465813,1232.0578817271314,3.0766853883301555,1232.0578817271314,3.7679846012595384,1232.0578817271314,3.6306503455768233,1232.0578817271314,2.324626388770027,1232.0578817271314
659366.6745417059,5265945.863002268,55,11.11718907142791,47.52738820743217,3.656395185504075,1321.056181940284,3.0757103903183873,1321.056181940284,3.7683035977426855,1321.056181940284,3.630001327333911,1321.056181940284,2.326531599144467,1321.056181940284
664366.6745417059,5265945.863002268,56,11.183565218286592,47.526143062298786,3.6559357435485875,1404.0547866224133,3.0749774858556624,1404.0547866224133,3.768429395228816,1404.0547866224133,3.6296082292745684,1404.0547866224133,2.3279402813566095,1404.0547866224133
669366.6745417059,5265945.863002268,57,11.249936834326258,47.52485952877579,3.6556522623794883,1477.8868647492252,3.074469181528333,1477.8868647492252,3.768410252148111,1477.8868647492252,3.6295352210763925,1477.8868647492252,2.3288704641055626,1477.8868647492252
674366.6745417059,5265945.863002268,58,11.316303782402022,47.523537613577574,3.65558843365724,1539.7971560203005,3.074156857813311,1539.7971560203005,3.7683029343219747,1539.7971560203005,3.6298222022964985,1539.7971560203005,2.329351682335864,1539.7971560203005
679366.6745417059,5265945.863002268,59,11.382665925430116,47.52217732361845,3.6557727286218378,1587.4293036403888,3.074009643756553,1587.4293036403888,3.7681552595340193,1587.4293036403888,3.6304843330808185,1587.4293036403888,2.329425709950626,1587.4293036403888
684366.6745417059,5265945.863002268,60,11.449023126389664,47.52077866601251,3.6562086571400996,1618.8863440514965,3.074007148266864,1618.8863440514965,3.76799946649681,1618.8863440514965,3.631525426955661,1618.8863440514965,2.3291400170685113,1618.8863440514965
689366.6745417059,5265945.863002268,61,11.51537524832447,47.519341648073535,3.656877127799809,1632.8032466348966,3.074144741265745,1632.8032466348966,3.7678500532028156,1632.8032466348966,3.6329551602785757,1632.8032466348966,2.3285369633074042,1632.8032466348966
799366.6745417059,5265945.863002268,62,12.973560672668215,47.478039409286716,3.7288784853916983,294.3095649842004,3.1128388984107334,294.3095649842004,3.7105601049614525,294.3095649842004,3.762663876103842,294.3095649842004,2.225689673891179,294.3095649842004
399366.67454170587,5270945.863002268,63,7.661656484776888,47.58411561122823,3.5591831248790666,500.7863680453214,3.0315463538524257,500.7863680453214,3.6727940631101297,500.7863680453214,3.554885779491979,500.7863680453214,2.427295734621157,500.7863680453214
404366.67454170587,5270945.863002268,64,7.728135192578805,47.584872113846046,3.5584104851679172,516.706307174639,3.032043889900159,516.706307174639,3.6728694956717027,516.706307174639,3.554222918042164,516.706307174639,2.427009243883938,516.706307174639
409366.67454170587,5270945.863002268,65,7.79461654878929,47.58559009585077,3.5574182972554684,532.1838333253056,3.0327519121236017,532.1838333253056,3.672798876037201,532.1838333253056,3.5535283069605894,532.1838333253056,2.426727535322605,532.1838333253056
419366.67454170587,5270945.863002268,66,7.927586653356441,47.58691048315758,3.555225543865817,563.0752672237617,3.035371632394671,563.0752672237617,3.6725695302253945,563.0752672237617,3.5524166345336856,563.0752672237617,2.425485773571824,563.0752672237617
424366.67454170587,5270945.863002268,67,7.994075125092595,47.58751288153269,3.5542020713668525,578.7070626353367,3.0373681173464657,578.7070626353367,3.672643058038864,578.7070626353367,3.5520456557809115,578.7070626353367,2.424408195858392,578.7070626353367
429366.67454170587,5270945.863002268,68,8.060565691999926,47.58807674544083,3.5533107035065474,594.2344222379731,3.039737623122449,594.2344222379731,3.673018348973002,594.2344222379731,3.5517189446851067,594.2344222379731,2.4230700540878063,594.2344222379731
449366.67454170587,5270945.863002268,69,8.326546143308908,47.58994680026331,3.5519970257406754,638.8766076928416,3.0510233629901373,638.8766076928416,3.680519317382092,638.8766076928416,3.5506609490728698,638.8766076928416,2.4145952992572624,638.8766076928416
454366.67454170587,5270945.863002268,70,8.393045109841774,47.59031795149976,3.552446529228282,639.4373609883704,3.0547255231707995,639.4373609883704,3.6845478955640893,639.4373609883704,3.55115290663513,639.4373609883704,2.410990969263049,639.4373609883704
534366.6745417059,5270945.863002268,71,9.4571063388114,47.59101297641864,3.5951062627404293,554.6873612788715,3.1378015944757025,554.6873612788715,3.7571796768050807,554.6873612788715,3.6119905778628367,554.6873612788715,2.3331125109885447,554.6873612788715
539366.6745417059,5270945.863002268,72,9.523607959145288,47.59072869166899,3.598528668013713,559.0849633808301,3.1389744486256594,559.0849633808301,3.758911011246521,559.0849633808301,3.6162764916694328,559.0849633808301,2.3299726550770092,559.0849633808301
544366.6745417059,5270945.863002268,73,9.59010848855623,47.59040585557692,3.6018960035511873,563.115218532473,3.139634852911119,563.115218532473,3.7599802408713,563.115218532473,3.6202335116099467,563.115218532473,2.3271043492637498,563.115218532473
549366.6745417059,5270945.863002268,74,9.65660778853023,47.59004446983677,3.6052808181144855,566.9282147366542,3.1397254893936433,566.9282147366542,3.7605309074012374,566.9282147366542,3.623772577441526,566.9282147366542,2.324428392362746,566.9282147366542
554366.6745417059,5270945.863002268,75,9.723105720569482,47.589644536345205,3.6088465233094853,570.9575389695547,3.139217147723502,570.9575389695547,3.760794098999773,570.9575389695547,3.626893270896157,570.9575389695547,2.3217696780801873,570.9575389695547
559366.6745417059,5270945.863002268,76,9.78960214619419,47.58920605720107,3.6127896877765657,575.6676118251286,3.138132118876801,575.6676118251286,3.7610255734224642,575.6676118251286,3.629661875748107,575.6676118251286,2.318894308063829,575.6676118251286
564366.6745417059,5270945.863002268,77,9.856096926944392,47.58872903470544,3.6172578641215303,581.4013868898146,3.136537367297815,581.4013868898146,3.761446396616996,581.4013868898146,3.6321510882427885,581.4013868898146,2.315613434431576,581.4013868898146
569366.6745417059,5270945.863002268,78,9.92258992438179,47.5882134713615,3.6222971243673316,588.4462107647016,3.134495328916531,588.4462107647016,3.7621973865516787,588.4462107647016,3.6343804719938517,588.4462107647016,2.311889837763681,588.4462107647016
574366.6745417059,5270945.863002268,79,9.98908100009155,47.58765936987459,3.6278446442167636,597.2295930762771,3.132005085504029,597.2295930762771,3.763307358912797,597.2295930762771,3.636292808298644,597.2295930762771,2.3078772790097513,597.2295930762771
579366.6745417059,5270945.863002268,80,10.05557001568415,47.587066733152135,3.633721580834473,608.3470786322969,3.128995001013357,608.3470786322969,3.7646786418742373,608.3470786322969,3.637783137791913,608.3470786322969,2.3038906600086766,608.3470786322969
584366.6745417059,5270945.863002268,81,10.12205683279717,47.586435564303514,3.6396128425428,622.2213504714828,3.125384461198369,622.2213504714828,3.7661080856024447,622.2213504714828,3.6387720800852326,622.2213504714828,2.300337657678667,622.2213504714828
589366.6745417059,5270945.863002268,82,10.188541313097135,47.58576586664013,3.6451010507259336,638.6772264733519,3.121160763622807,638.6772264733519,3.767347327206589,638.6772264733519,3.6392711757665497,638.6772264733519,2.2976306336867793,638.6772264733519
594366.6745417059,5270945.863002268,83,10.25502331828131,47.58505764367527,3.649787309435495,657.0219991447432,3.116408386619192,657.0219991447432,3.768175801839767,657.0219991447432,3.639381764321544,657.0219991447432,2.2960995655347434,657.0219991447432
599366.6745417059,5270945.863002268,84,10.321502710079537,47.584310899124105,3.653419305691908,676.8149579776748,3.111297001674765,676.8149579776748,3.7684661680283495,676.8149579776748,3.639235132578655,676.8149579776748,2.295917507329777,676.8149579776748
604366.6745417059,5270945.863002268,85,10.387979350256035,47.58352563690359,3.655933374385182,698.7797611924161,3.106072077268985,698.7797611924161,3.7682327460296716,698.7797611924161,3.638927892962606,698.7797611924161,2.2970523127052265,698.7797611924161
609366.6745417059,5270945.863002268,86,10.454453100611225,47.58270186113239,3.6574093464938686,725.1108529621489,3.101033656500147,725.1108529621489,3.7676411287413605,725.1108529621489,3.638489736304044,725.1108529621489,2.2992881737234314,725.1108529621489
614366.6745417059,5270945.863002268,87,10.520923822983528,47.58183957613085,3.658007286764129,758.9664036587671,3.0964579443891744,758.9664036587671,3.76696011662062,758.9664036587671,3.637892582157803,758.9664036587671,2.302324517334856,758.9664036587671
619366.6745417059,5270945.863002268,88,10.587391379251196,47.5809387864209,3.6579331200856067,803.5633961448033,3.092494646961831,803.5633961448033,3.76646829643868,803.5633961448033,3.637089076365894,803.5633961448033,2.3058781273324196,803.5633961448033
624366.6745417059,5270945.863002268,89,10.653855631334103,47.57999949672599,3.657418415075978,861.3852697942266,3.089132846762772,861.3852697942266,3.7663566773497617,861.3852697942266,3.636054891133603,861.3852697942266,2.309720679907421,861.3852697942266
629366.6745417059,5270945.863002268,90,10.720316441195566,47.57902171197098,3.65668803650658,933.7042138510872,3.0862653684416603,933.7042138510872,3.766675262125104,933.7042138510872,3.6348140078889424,933.7042138510872,2.3136605072724,933.7042138510872
634366.6745417059,5270945.863002268,91,10.786773670844147,47.57800543728214,3.655920437481188,1020.3392587421802,3.0837856961415313,1020.3392587421802,3.7673442228282177,1020.3392587421802,3.633440102401398,1020.3392587421802,2.3175156545912117,1020.3392587421802
639366.6745417059,5270945.863002268,92,10.853227182335461,47.57695067798694,3.6552199683926245,1119.5262545330097,3.0816403003468555,1119.5262545330097,3.7682066577725184,1119.5262545330097,3.6320375526752606,1119.5262545330097,2.321111251515373,1119.5262545330097
644366.6745417059,5270945.863002268,93,10.919676837773984,47.575857439614076,3.654616241458504,1227.919339695345,3.079819838648224,1227.919339695345,3.769086163477985,1227.919339695345,3.630712509371527,1227.919339695345,2.3243019829690947,1227.919339695345
649366.6745417059,5270945.863002268,94,10.986122499314844,47.57472572789334,3.65409368926422,1340.876998808281,3.078324531026697,1340.876998808281,3.7698308502295546,1340.876998808281,3.629549677739048,1340.876998808281,2.3269963281465285,1340.876998808281
654366.6745417059,5270945.863002268,95,11.052564029165632,47.57355554875545,3.653632176433249,1453.1075882897665,3.0771410892283764,1453.1075882897665,3.770340386797773,1453.1075882897665,3.6286064589666074,1453.1075882897665,2.3291627407602618,1453.1075882897665
659366.6745417059,5270945.863002268,96,11.119001289588198,47.572346908332115,3.653233216617007,1559.4956613767358,3.0762400513118395,1559.4956613767358,3.770577179475327,1559.4956613767358,3.627921684068899,1559.4956613767358,2.3308158253137674,1559.4956613767358
664366.6745417059,5270945.863002268,97,11.18543414290045,47.571099812955765,3.6529257760380958,1655.7637794305872,3.0755815601806624,1655.7637794305872,3.7705634172731264,1655.7637794305872,3.627526370489974,1655.7637794305872,2.3319930330246494,1655.7637794305872
669366.6745417059,5270945.863002268,98,11.251862451478145,47.569814269159565,3.6527577467692747,1738.7226820385242,3.0751201140059847,1738.7226820385242,3.7703637151320186,1738.7226820385242,3.6274463003086455,1738.7226820385242,2.3327370070519104,1738.7226820385242
674366.6745417059,5270945.863002268,99,11.318286077756685,47.568490283677214,3.652777907944568,1806.151295265892,3.074810426400664,1806.151295265892,3.7700586943915284,1806.151295265892,3.6276964676213677,1806.151295265892,2.3330904331753963,1806.151295265892
679366.6745417059,5270945.863002268,100,11.384704884232912,47.56712786344293,3.653017017748641,1856.550442432327,3.0746172926902697,1856.550442432327,3.7697228659612585,1856.550442432327,3.62827807663625,1856.550442432327,2.3330962218242046,1856.550442432327
684366.6745417059,5270945.863002268,101,11.451118733466892,47.56572701559127,3.6534788446690474,1888.9391789403737,3.0745237690491702,1888.9391789403737,3.769413964249238,1888.9391789403737,3.629185954645474,1888.9391789403737,2.3327953183251338,1888.9391789403737
689366.6745417059,5270945.863002268,102,11.517527488083704,47.564287747457016,3.654143818914849,1902.6831744203926,3.074531344685349,1902.6831744203926,3.769168294246193,1902.6831744203926,3.6304205530828755,1902.6831744203926,2.3322227268910516,1902.6831744203926
694366.6745417059,5270945.863002268,103,11.583931010775231,47.562810066575054,3.654981544130646,1897.3168698083985,3.0746568303535096,1897.3168698083985,3.76899454998841,1897.3168698083985,3.6319959860900535,1897.3168698083985,2.331401910338376,1897.3168698083985
789366.6745417059,5270945.863002268,104,12.84442180469386,47.52744718849877,3.7099900372993164,376.1963449075221,3.113767240058785,376.1963449075221,3.70738969765075,376.1963449075221,3.750202307390772,376.1963449075221,2.2532032543996796,376.1963449075221
794366.6745417059,5270945.863002268,105,12.910691972750277,47.52520314195708,3.716436625086956,343.0181695967246,3.113616725077559,343.0181695967246,3.7075355228338336,343.0181695967246,3.7559113035549028,343.0181695967246,2.2434700831140795,343.0181695967246
799366.6745417059,5270945.863002268,106,12.97695404397693,47.522920886877756,3.723421262931735,313.0828794534902,3.112933977565172,313.0828794534902,3.708592949420653,313.0828794534902,3.7605878892691185,313.0828794534902,2.2331875284664955,313.0828794534902
394366.67454170587,5275945.863002268,107,7.593975591651248,47.62829608029513,3.5615684150721236,514.0240528856491,3.029850171548568,514.0240528856491,3.6787814795642837,514.0240528856491,3.5580648929887495,514.0240528856491,2.424702416262221,514.0240528856491
399366.67454170587,5275945.863002268,108,7.660508489402466,47.629092345515176,3.5608030318906154,531.4661036654694,3.030113263255676,531.4661036654694,3.678905500110067,531.4661036654694,3.557370099098956,531.4661036654694,2.424638426570468,531.4661036654694
404366.67454170587,5275945.863002268,109,7.727044182367122,47.62985003376177,3.559809807836126,548.3233022468947,3.0305347458881906,548.3233022468947,3.6788048898712495,548.3233022468947,3.556624312689202,548.3233022468947,2.4246962075507734,548.3233022468947
409366.67454170587,5275945.863002268,110,7.7935825318934295,47.63056914105544,3.5587023097101946,565.0258302990344,3.031304843255145,565.0258302990344,3.6785403939546546,565.0258302990344,3.555928955698919,565.0258302990344,2.42464196682129,565.0258302990344
414366.67454170587,5275945.863002268,111,7.860123399294588,47.63124966361904,3.5575804063333423,581.8782637353366,3.032552838571717,581.8782637353366,3.6781809568534185,581.8782637353366,3.5553745980374387,581.8782637353366,2.424315459396909,581.8782637353366
419366.67454170587,5275945.863002268,112,7.9266666458505854,47.631891597877846,3.556519561615796,599.047264837947,3.0343243534278774,599.047264837947,3.6778109346814833,599.047264837947,3.554994142498591,599.047264837947,2.423662289226293,599.047264837947
424366.67454170587,5275945.863002268,113,7.993212132810038,47.632494940459644,3.5555718684032254,616.5208994130065,3.0365786897996077,616.5208994130065,3.6775241199392124,616.5208994130065,3.5547444968777713,616.5208994130065,2.4227241052940616,616.5208994130065
429366.67454170587,5275945.863002268,114,8.05975972139201,47.633059688194706,3.5547797012585347,634.0513040727069,3.0392016077466946,634.0513040727069,3.6774242571002733,634.0513040727069,3.5545360560161434,634.0513040727069,2.421581404169179,634.0513040727069
434366.67454170587,5275945.863002268,115,8.126309272787847,47.63358583811592,3.5541879854460117,651.0889295032318,3.0420432545222216,651.0889295032318,3.6776393060753003,651.0889295032318,3.554301524373615,651.0889295032318,2.420272329635927,651.0889295032318
439366.67454170587,5275945.863002268,116,8.192860648162995,47.63407338745884,3.553843549131247,666.7053252889399,3.0449934174890134,666.7053252889399,3.6783323650342163,666.7053252889399,3.5540619849553763,666.7053252889399,2.4187340358302083,666.7053252889399
